,I,P,S,B,K,A
0,0.9397556737540226,2.017363711065941,1.0,1.0,0.28880377169280214,-0.21121432330828505
1,-1.5451323514417146,-3.1466714596188217,1.0,1.0,0.49756175583469314,1.3164586856644147
2,-0.15286473600195236,4.514098044140006,1.0,1.0,0.6884523206517797,0.4346384270195811
3,0.7877276969438831,1.73781939433094,0.0,1.0,0.7055202868904568,-0.428205611310827
4,0.037603587915965714,-1.642348054571614,1.0,1.0,0.5694631770965115,1.845150841610079
5,1.8924263054571242,7.88805288233813,1.0,1.0,0.14797181657792077,1.53151680090112
6,1.0575746236777392,4.8700020472439265,1.0,1.0,0.6833668889492687,-0.11918893093030003
7,0.9847913633482582,0.5375133167722506,1.0,1.0,0.6517948334535557,1.4157338593087778
8,-0.15799206861663806,-2.2508544069248204,1.0,1.0,0.59595727661741,0.6421143973365369
9,-0.32311344921573293,1.8737489725375596,1.0,1.0,0.7192390376364884,1.0927098962115613
10,-0.9139522020959359,-0.2061169350319716,1.0,1.0,0.5231921346066106,0.03866246846481658
11,0.6375282628632872,7.839202025239456,1.0,1.0,0.49126598044765973,1.6909312596733619
12,-1.0344578635389188,2.6875219085176463,1.0,1.0,0.8823594517803096,1.3415190323279411
13,0.7326494304812016,2.379601471214624,0.0,1.0,0.8257752937778481,-0.5737551595074352
14,-0.7703565564465203,-0.18525397776115793,1.0,1.0,0.2288294335410193,0.6901044384931074
15,-0.7340902819051338,-0.9016880255094681,0.0,1.0,0.8270315714940238,0.21657132354409625
16,-1.2856820541369143,-3.601966158158602,1.0,1.0,0.7480876330116973,0.10688500640749099
17,1.1035175494205525,2.6787041060848904,0.0,1.0,0.7623004096565154,-0.4251996480083233
18,1.798630540248981,4.4069677544357395,0.0,1.0,0.5752274302597756,-1.194369075274185
19,1.3210195036532675,2.8979377980821024,1.0,1.0,0.3347711254474767,1.086811436517693
20,0.8298203841318536,-1.770960588962272,0.0,1.0,0.9252444022842344,0.3106772930013498
21,2.059343469918766,6.471831959552823,1.0,1.0,0.41039110570341075,0.2618328224487797
22,0.9050413593917102,5.209375617642688,0.0,1.0,0.6819070729740109,-1.2933396065703393
23,0.6039906482004768,-1.031654131298943,1.0,1.0,0.7098758253456704,1.4763669754126012
24,1.8484834366567062,2.021496995206884,1.0,1.0,0.25784735934937564,1.2182412333884043
25,0.4651797394434879,-2.3871299236066457,1.0,1.0,0.6382981805403787,-1.6231039746965892
26,-1.079910029661506,-3.1943182329945303,0.0,1.0,0.4482294498886513,1.3476165073027702
27,-0.5032507452573509,3.4459954945581703,1.0,1.0,0.8047602506326142,1.6878061174609567
28,1.4552820050370174,-0.8565895705994815,1.0,1.0,0.6356374182925477,-0.015734639049935106
29,-0.012213679420372103,1.090997535646539,1.0,1.0,0.42191247367895884,0.6904206741834148
30,-0.19832929573120672,-0.9174864788876658,1.0,1.0,0.3726933507609827,0.00042295151647608886
31,-0.3450251720151924,3.6803505073317444,1.0,1.0,0.5010594895645567,1.6823736499000668
32,0.8489737849217251,7.579577681243877,1.0,1.0,0.7096357291768868,-1.5181996485395777
33,0.6191139071331075,2.362080006882901,1.0,1.0,0.8017788136178634,-0.0207897942587405
34,1.7765538867956618,7.158898753026894,1.0,1.0,0.8102206083191414,0.2965220123296983
35,1.3874990220409387,3.69722904447529,1.0,1.0,0.200067980280789,1.940104372900394
36,0.05648659831995193,0.8145143084314274,1.0,1.0,0.37136616902153086,0.7816819911534412
37,-0.8999147321901825,-1.785107261385774,1.0,1.0,0.8054403182248583,0.5109813946191945
38,0.05285463451007075,7.427541213287414,1.0,1.0,0.6253707053241808,0.6007755212190362
39,-0.6638836001559383,2.833087995714876,0.0,1.0,0.26629271946391897,-0.8195437974975731
40,-0.3568928533350536,-5.738239421399832,1.0,1.0,0.1741324324546815,0.5451192398120892
41,0.22380478165620837,4.265874460656956,0.0,1.0,0.588180796929771,0.19016889780634452
42,2.3037036543493143,8.445194216988908,1.0,1.0,0.5684578751666152,1.7646232112407512
43,0.6826001592492195,3.0123385725432232,0.0,1.0,0.6998713629904294,0.999176294232791
44,-0.24090054484966922,-2.5922343840755815,1.0,1.0,0.6381547827083883,1.4522920298746034
45,1.5060466215895516,10.312704621828836,1.0,1.0,0.5369159135088203,1.7882946625420606
46,1.5546136359879001,9.177733659125215,1.0,1.0,0.6136576740726829,1.9756216690122885
47,2.0123727331281103,2.164380661539598,1.0,1.0,0.40328696920765067,2.3518037325645533
48,0.4257763152595828,2.2396356202612018,0.0,1.0,0.6953514644044132,-1.1893452095817105
49,0.8226083393934907,4.946854926579936,1.0,1.0,0.2109397418280194,1.6081894085354276
