,I,P,S,B,K,A
0,1.0,1.8312447143175676,1.0,0.8312447143175676,0.8176652611989591,0.2818428825741044
1,1.0,0.9466202557655659,1.0,-0.053379744234434146,0.7150567337940787,1.0472796606351342
2,1.0,1.5223219615790917,1.0,1.5223219615790917,0.7888686775351654,0.8327742341019748
3,1.0,3.5477738615364363,1.0,2.5477738615364363,0.8575829733554646,3.0591681497770518
4,1.0,1.9814490670090024,0.0,0.9814490670090024,0.6472203586042394,0.48428375607154367
5,1.0,-3.4072154130075534,0.0,-3.4072154130075534,0.732512408745257,3.1239542359467953
6,1.0,-0.8237594906875767,1.0,-0.8237594906875767,0.768539181949031,1.2414855334583235
7,1.0,1.96850303875926,1.0,0.9685030387592599,0.27797670265007873,2.422591455996468
8,1.0,3.736803921991218,1.0,3.7368039219912177,0.7102571712463611,-0.0986548624172714
9,1.0,1.41132360159162,1.0,0.41132360159161996,0.5869634452902555,0.622459835523258
10,1.0,-1.2154802824999356,1.0,-2.215480282499936,0.4506215443410273,1.5600034780021401
11,1.0,0.9468242243092363,1.0,0.9468242243092364,0.6375618269365615,0.1495034451978824
12,1.0,4.317548470488579,1.0,3.317548470488579,0.7785892815823321,-1.1004620200115127
13,1.0,4.9497314529302505,0.0,5.9497314529302505,0.32896134432010254,-0.27311713665562204
14,1.0,1.3264127594050632,0.0,1.3264127594050632,0.749458189882033,1.7132417829611646
15,1.0,-0.49381721513859433,0.0,0.5061827848614056,0.4101321762238548,0.42168569533251193
16,1.0,-3.428297780144376,1.0,-3.428297780144376,0.45688812555028235,6.704615422436132
17,1.0,9.51349693693376,0.0,8.51349693693376,0.8066324335813302,-2.429117650905405
18,1.0,6.412613276686003,1.0,7.4126132766860025,0.7859002028324222,-2.663872200762965
19,1.0,3.3580478326089698,0.0,4.358047832608969,0.4211248194478585,5.90074825966559
20,1.0,2.143210963656029,0.0,1.143210963656029,0.42471217766359304,-0.2418785662946667
21,1.0,0.07655658446786351,1.0,0.07655658446786351,0.7800585412430004,1.010839931529798
22,1.0,0.3378364680450141,0.0,-0.6621635319549859,0.8265672454316878,-0.4441138101078455
23,1.0,0.6486683206623425,1.0,-0.3513316793376575,0.3658214011263296,1.0933243439303333
24,1.0,-0.39268127961122723,1.0,0.6073187203887729,0.6793261195822429,1.1044548518439041
