,I,P,S,B,K,A
0,1.7139231073055263,-0.6496356554691138,0.0,-1.3635587627746402,0.42445538922538356,1.0
1,-0.15140492156608154,2.2421506339664257,1.0,2.393555555532507,0.479235616034814,1.0
2,0.8371931432525258,4.819042465976058,0.0,5.981849322723533,0.6685463982222104,1.0
3,0.6148853226845414,2.821997212056684,1.0,2.2071118893721424,0.6270797224553899,1.0
4,0.38700101377121665,-1.2996662594545665,0.0,0.31333272677421686,0.9183592816678559,1.0
5,0.17925807469101107,0.289649478589202,1.0,1.1103914038981908,0.6406920992661304,1.0
6,0.11729179911558321,5.547719390643574,0.0,5.430427591527991,0.21138630016675872,1.0
7,1.2805854211370067,-4.271212773368942,0.0,-4.551798194505948,0.5761684368102172,1.0
8,0.5449863946082153,2.015363731610778,1.0,1.4703773370025628,0.7679347610620971,1.0
9,-0.31888232229828295,2.8861999752137653,0.0,3.2050822975120483,0.17125653622338244,1.0
10,-0.36185517612578344,0.3921220183371614,0.0,2.753977194462945,0.6504193602237988,1.0
11,0.19656632928052387,-1.1024398175145982,0.0,-0.29900614679512205,0.9661388464436654,1.0
12,0.745198524235312,2.1244319105539744,1.0,2.3792333863186625,0.5777180757443027,1.0
13,0.8695365383036558,-1.2326567521731309,0.0,-0.10219329047678671,0.7042413058999234,1.0
14,-0.6439245679761477,-5.476538908617028,1.0,-4.83261434064088,0.3002167978310533,1.0
15,0.004541001025739427,4.522796288810071,0.0,4.518255287784331,0.31282182455243807,1.0
16,0.6280985998452309,3.970099584551498,1.0,4.342000984706267,0.6088853242448924,1.0
17,1.524461866641115,4.595152930296249,0.0,3.0706910636551337,0.3998975971257504,1.0
18,1.2137110693406017,4.532928484509391,1.0,3.319217415168789,0.7445848287953686,1.0
19,-0.5057054624177951,1.9868466636129547,0.0,3.4925521260307497,0.39340784903140363,1.0
20,-0.7922461015533802,4.360811346399403,0.0,5.153057447952784,0.8448195702343404,1.0
21,1.2554409881491986,3.417664141472425,1.0,2.1622231533232266,0.1264309312150083,1.0
22,2.715622780038988,7.336674455177399,0.0,5.6210516751384105,0.8467424172597713,1.0
23,0.18274236896420437,-2.56473750807815,1.0,-2.747479877042354,0.4440064967494563,1.0
24,-0.16273895712141562,5.714530975040359,1.0,5.8772699321617745,0.3375616391188584,1.0
25,0.6031081892204997,-1.788941948466892,1.0,-2.3920501376873915,0.8711557813509363,1.0
26,0.15494988730999087,0.20900998835567278,1.0,0.0540601010456819,0.6974773281067684,1.0
27,2.1916509438520224,3.4604656525254853,1.0,3.268814708673463,0.40701065889175403,1.0
28,-0.5499865274534901,2.2569009055400944,1.0,3.8068874329935847,0.4300399973334546,1.0
29,0.05811637576995837,1.3521552625829742,0.0,1.294038886813016,0.5704539847216962,1.0
30,0.5296737560691778,5.7391150419157375,0.0,6.20944128584656,0.34380616025511507,1.0
31,0.03831265461966188,3.9040397862258067,0.0,4.865727131606145,0.5527894483385783,1.0
32,0.30880430453022767,5.776181539844583,1.0,5.467377235314355,0.8015206213644199,1.0
33,1.8564414274890282,2.7415403272787424,1.0,0.8850988997897142,0.8908138727616485,1.0
34,1.1903989089405407,4.188817377069498,1.0,3.998418468128957,0.49573510965374806,1.0
35,-0.7091201252662231,6.55536888413055,1.0,8.264489009396772,0.4669985660339041,1.0
36,1.8832816077334715,8.187872666797189,0.0,7.304591059063717,0.8935170642411494,1.0
37,0.8518691805228459,4.296924479807309,0.0,4.445055299284463,0.6151588718531134,1.0
38,0.4203619135034923,2.994734227765348,1.0,2.574372314261856,0.5576999481807284,1.0
39,-0.4325722884399418,-0.04281257514196235,1.0,0.3897597132979794,0.8667392804716337,1.0
40,-0.8326389444562341,8.198816731928325,1.0,10.031455676384558,0.16769175841494952,1.0
41,1.4083146977357455,3.392671900510649,0.0,1.9843572027749037,0.899438083566702,1.0
42,0.2818199256342899,-1.0479573706139054,1.0,-1.3297772962481953,0.5639865439997549,1.0
43,1.381960916748361,0.7869499152888929,0.0,0.40498899854053194,0.8355889781014605,1.0
44,1.5523236827949396,-3.8618275592028937,1.0,-5.414151241997834,0.5542964180581681,1.0
45,0.43085530325114196,3.8481821022012546,1.0,3.4173267989501124,0.36640026567808215,1.0
46,-0.44873861274576177,0.6009078609439035,1.0,1.0496464736896653,0.7351669542524794,1.0
47,1.1425262656091206,3.6403436339681416,1.0,4.497817368359021,0.6235580500223223,1.0
48,0.6340640131259655,5.681540999293535,0.0,6.0474769861675695,0.5463979008886468,1.0
49,-0.5356084807353174,-4.239696418197866,1.0,-3.704087937462549,0.8453858182982822,1.0
