,I,P,S,B,K,A
0,2.2237028015099036,3.382583477079941,1.0,1.1588806755700372,1.0,1.0311628792541208
1,-0.4738155773239867,0.7215223221387503,0.0,1.195337899462737,1.0,0.2139147434444974
2,0.16110279053363258,4.5943409000634965,0.0,5.433238109529864,1.0,3.4274413114933204
3,2.3091243541639765,3.550970292445191,0.0,2.2418459382812146,1.0,2.366499801308694
4,-0.07908110180534067,0.5667818556601869,1.0,2.6458629574655275,1.0,-1.0573884389982324
5,0.2749694829350456,-1.9436295886225028,1.0,-2.2185990715575485,1.0,4.317094999193214
6,1.0302105534389714,2.0554575243419118,1.0,2.0252469709029404,1.0,1.7419070681338376
7,-1.9627845689112413,-1.9178021700061803,0.0,0.04498239890506106,1.0,0.0317907050231063
8,1.4634656118553957,-5.09836333359167,1.0,-5.561828945447066,1.0,-6.259827155405454
9,0.7961842561327869,1.449337131322432,0.0,2.653152875189645,1.0,5.393703040991273
10,1.9140460668386183,2.4375594938729477,1.0,1.5235134270343293,1.0,-2.305662409598295
11,-0.13369025721784705,-3.8439779355259813,1.0,-2.710287678308134,1.0,2.659896395240118
12,2.100328851222775,2.849354979283941,1.0,1.7490261280611659,1.0,2.8954160562614892
13,-0.42801963765648743,7.076518179130741,1.0,7.504537816787229,1.0,-0.04944383186137569
14,1.7595310282717176,2.9385899053265723,1.0,2.179058877054855,1.0,-1.890276202080638
15,1.5963044723559703,-2.0788241874426494,1.0,-1.6751286597986197,1.0,4.431731259942853
16,2.6327456782549503,2.344388456640398,0.0,0.7116427783854475,1.0,-0.08911808951708355
17,0.2669118511998406,2.6535371988899277,1.0,2.386625347690087,1.0,1.781314935826717
18,1.326979479213802,-2.612934028295644,0.0,-3.9399135075094462,1.0,0.5171380478438921
19,1.6424223905589919,0.8186479124904604,0.0,-0.8237744780685314,1.0,-2.3128928037812018
20,0.6937602634532994,6.045734688529133,1.0,5.351974425075833,1.0,-1.9230972216740256
21,-0.7245325832658144,-1.0837709532718778,1.0,-0.3592383700060634,1.0,0.6869080840000122
22,-0.4737025616836,2.3864743941239444,1.0,2.8601769558075443,1.0,-2.849342595507897
23,0.7208911773767732,-3.2802887544760857,1.0,-2.001179931852859,1.0,1.7477143595801115
24,-0.8921866884246593,1.054227485936333,0.0,1.9464141743609922,1.0,0.30509203866568
